,class,tweet
6057,1,if you're going to have to spend that much for a fucking pizza  at least go to mellow mushroom or somewhere not disgusting.
6058,1,Frankly  I'm shocked that they use coal at all around here... HELLO!!! Hydro anyone? There's a fucking OCEAN right there!
6059,1,work on this glorous sat. with this crazy ass shoppers
6060,1,what happens when you run out of Word of the Gay words. :)
6061,1,THAT WAS FUCKING EPIC.
6062,1,I nominate @PhillyD for a Shorty Award in #entertainment because he's emo.
6063,1,admit it. You're secretly in training for RSA. @beaker who? I can see it now: Cigar  red-bull  and can of whoop-ass. Nice.
6064,1,lol yeah  I coulda told you that cuz I'm a big fucking dorkass about that movie as wel all very well know :) I actually had a dream
6065,1,meeting friend for lunch/coffee. Getting hair cut (although I hate that bit) and my works do in the evening!
6066,1,yea..brang yo ass down  son :) I'll be @ Essence again...Staying @ the W! (thanxxxxxx Sony woop woop n da poop poop)
6067,1,I hate weddings.. u shud be grateful for being male  not worrying about what u got to wear.
6068,1,Dick Whittington's Lolcat: I WAS DOIN CAPS FOR LOLSPEAK  SORRY FER CONFYUSHION :( #twitpanto
6069,1,http://twitpic.com/vk9k - Dick Whittington's Lolcat: NICE SPACE TROUSRS  BOSS #twitpanto
6070,1,twins! we've been watching this one guy  he sucks with a hammer
6071,1,PETA is an ass in the article  D. Big time.
6072,1,canadians always make me think shut your fucking face uncle fucker!   http://kenny.smoovenet.com/grabpics/terrance.gif
6073,1,oh in that case. WTF  thats some ugly ass shit to do.
6074,1,"""midget w/a hookhand hangin off your collar"" IM FUCKING DEAD. BURY ME. D-E-A-D DEAD."
6075,1,i hate people sometimes-today is one of those more than usual days
6076,1,YES. the thing is big enough for my ass plus another half. its like my parents couch.
6077,1,well shit then I know I'll catch on ... who the fuck wouldn't be interested in what I have to say.. LOL!
6078,1,lmfao HURRY AND GET THE FUCKING LYRICS.
6079,1,ill settle that bitch down real quick 
6080,1,you work in cape cod. why the fuck am i up so early. argh  stupid cousin &brother.
6081,1,damn! twitpic that shizzle!
6082,1,Exactly! Damn cops disagree though
6083,1,dont hate ur life! =_=
6084,1,dont hate!
6085,1,I hate ism's as much as the next guy but when the shoe fits...
6086,1,Oh  conservation you mean! That is a good point.  I admire many socialists but hate their ideals socialism brings with it.
6087,1,can you tell loser tudds to turn his fucking phone on...
6088,1,whoever created chocolate pecan pie  thank. thank you for my big fat ass.
6089,1,if you hate sprint. try jogging. and stop once and while for eggnog.
6090,1,cont. and you must RT EVERY LITTLE THING someone says  then DAMN do I feel SORRY for you and your friends.
6091,1, RT this then GO fuck yourself stay the FUCL out of lives and HOPEFULLY you'll die a Horrendous DEATH for all to WATCH 
6092,1,"Do you realize your comment on parents dying comes off as a tad insensitive? like a ""sucks to be you"" comment"
6093,1,you won't die in Queens we're civilized here in Queens  hell there's a Starbucks & McDonald's on damn near every corner  have fun
6094,1,What? Yours WORKS? I hate you.
6095,1,"""hey've just proved how fucking irrelevant they are"" ..By making you go and read them?"
6096,1, sometimes I hate how contagious US culture is
6097,1,The eyes followng me are creepy. Damn creepy. And that smile makes it worse.
6098,1,cock flavored seasoning?!?!? wtf
6099,1,That depends on if you are dealing with a pain slut or not.
6100,1,You're going to find a woman and tease her to make her have to cum silently at work?
6101,1,Exactly. Poor kids. That damn thing has me watching weird videos on YouTube now. Argh.
6102,1,She's probably saying all kinds of phony shit and giggling like she's 13 years old. God  I hate her.
6103,1,She makes me sick. She thinks she's cool and youthful cuz she watches that show. Phony bitch.
6104,1, LOL FAT NIGGAZ UNITE FATRON!!! HAHAHAHA
6105,1,let's be gay together!
6106,1,THE NEW FUCKING GENERAL OF THE WORLD  THAT'S WHAT.
6107,1,hahah word ! their set was off the fucking hezay
6108,1,damn straight you do
6109,1,well mine are double flared  so they are a fucking homo bitch cunt to get out. aggrivation!
6110,1,i hate you
6111,1,Kurt you're on the most watched tv station in central Ohio  your ass should be #1 already LOL. I'm just cooler than you!
6112,1,a) JTP is a douchebag b) Stewart kicks ass!
6113,1,I cunt wait for u to start shitting out the gifts I sent jew.
6114,1,what is this dick suck moment? lol. HAPPY NEW YEAR
6115,1,WPMU can go fuck itself
6116,1,"there you go denying stuff again. until Maury clears you on TV w/ an ""i aint yo daddy test "" your ass is suspect."
6117,1,This week in fuck?
6118,1,I did ur mom last night? Naww I don't like old fat white bitches! &#58390;
6119,1,damn we got BWNT - where you headed tonight?
6120,1,Frickin turnovers! Dang flags.  SD's gonna beat our ass and Denver is going to blow a 3 game lead. They don't deserve to win.
6121,1,I meant boo YOU whore!
6122,1,you are such a whore LOL
6123,1,- yep  I'm a real ass. Everybody knows that.
6124,1, Wow...so you bought what's fashionable at...gay biker bars!!!  Congrats!!!  :-)
6125,1,yeah u are!! Asian ass  embrace it
6126,1,"so  when he laughs & comes down the chimney  does he say  ""Whore! Whore! Whore!"" and shake like a bowl full of jelly???"
6127,1,How would you fancy being Jeff's resident bitch? Just his pet  he can take you out for walk and stuff. Straighten your hair...
6128,1,"You clearly said ""Would I have to fuck anyone"""
6129,1,Lol. Ur a bitch. I've done Hondurans and Chileans  and I don't need some closet gay Peruvian dressing better than I do!
6130,1,2008 is over? Damn  what'd I miss! I quit keeping track of years after 'Buffy' went of the air...
6131,1,"that's why I hate them. ""Oooops  why don't I go this way and destroy your whole story. Or maybe ill refuse to say anything."""
6132,1,Damn cat. She snuck into Aidan's CRIB (1st time) he woke screaming - went in - he was squeezing her & she was kicking his tummy.
6133,1,(cont) I say  the whole sheet costs $8.40... buy one of each and get the fuck out of my way!
6134,1,yes  you remember me trying to keep *MY* lashes on for the awards this year- never fucking wearing those damn things AGAIN
6135,1,Called in gay? LMAO!
6136,1,this isn't hate  this is survival for the eagles. stompin the giants alone won't get us in the playoffs. the cowgurls gotta lose
6137,1,"the lox ""f**k you "" ""keep it thoro"" prodigy  ""we run this"" fat joe  ""i come thru"" styles and nore  ""broken language"" smooth"
6138,1,you sir  are an ass. ;)
6139,1,I never really thought about it  but I nearly always eat a big-ass plate of spaghetti and watch Goodfellas on Christmas eve
6140,1, ARE YOU KIDDING ME?! Quick! Forget the prenup! Get lo-jack implanted in the new wife instead! I think he's an ass.
6141,1,that's weird  because I hate them the second time I see them.  First time is ok but they get old quick.
6142,1,because the sandman is being a punk ass ho...
6143,1,"We just call that ""whiskey dick."""
6144,1,lol just rhyming  gay i know
6145,1,"i'm glad someone is teaching that 3-year-old how to ""slap dat ass"" :)"
6146,1,yeah but zro rly is the eMo city don
6147,1,Then you should make fun of her for not looking at your ass.
6148,1,i second that. i hate banks
6149,1,She can bust her ass on stage and GAIN fans  You gotta love her.
6150,1, @Dave_Malby acting as Colfax Chick's agent! After 100 followers I will make sure to get her ass down here and tweet with everyone
6151,1,The fail whale was shown when twitter went down. It was a whale being lifted by birds.
6152,1,dont hate too hard!  it hasn't been very warm here lately!
6153,1,fuck right
6154,1,omg! what are you in the mood for.. i crock pot my ass off!
6155,1,ooh im sorry my non celibate ass mourns for ur celibacy and it sorry demise my condolences http://twurl.nl/a16z8c
6156,1,damn kid...condolences homie http://twurl.nl/i3pwps
6157,1,I never took you for a sore (at least for the players getting kicked in the goolies) loser LOL
6158,1,@derekbender It takes a real scumbag to steal from a community. Whoever stole the foosball table can bet I will fuck you up.
6159,1,"did you come up with the ""server-hugger"" moniker  or what some other wise-ass?"
6160,1,Pains in the ass cause that twitch!!! I am telling ya
6161,1,horrified mum can squlor (he hasnt been gone long enough) Im a chiness pig its what we do riding this till the end of 2008
6162,1,"""Big Ass"" was this past weekend and went well  #2 (Last Minute Maul) is this weekend."
6163,1,you need some sort of ... ass whoopin...
6164,1,im not that crippled  in gym we were laying on our stomachs and some fat kid landed on my upright foot and it hurts like a mofo
6165,1,"that  and ""I'm not gay"" aw I miss bonez.  I hope he's not in prison."
6166,1,- you are a man of action. great work Daniel. don't forget to record your fat loss seminar!
6167,1,not really; i think i named all of them  which kind of sucks.
6168,1,"I thought Emo's don't ""squeeee"". I thought it was more of moan"
6169,1,18 fuckin children. damn....
6170,1,he was given one extra ticket from a coworker so henceforth my ass stays here.
6171,1,I'm sick of this bitch. He's wrecked enough of my life and I want him gone.
6172,1,I STILL HATE YOU.
6173,1,sucks for you
6174,1,yeah cuz his show was on some wack ass arsenio for sports type shit  they need him in a jim rome type setting
6175,1,was that a racial comment? on it's going down!! bitch!
6176,1,your mom/dad hate my monroe :(!!!!
6177,1,yeah dat bitch stabbed me in my eye when I was trying to hit the snooze buttone this morning
6178,1,Damn Danica! I know BK went hard  but shiit...we evoke tears  too? Lol
6179,1,I hate 2 sound like a nigga but...will there be food? Lol
6180,1,:(( @ tweet tweet you cookie crumble ass nigga
6181,1,his haircut look like them fast ass Black Beetles on Super Mario Bros.
6182,1,WHAT THE FUCK?! WHY?! Do they have fucking brains?!
6183,1,I would have done it by now tbh. I have no words except just WHAT THE SHITTING FUCK ARE THEY THINKING!
6184,1,in time for when I travel and the train company still refused to let me travel. The fucking wankers.
6185,1,i fucking hate when free 70$ cheques just up and think they can walk away
6186,1,Get Shit Done Day is almost over  fuck it  you should come
6187,1,fuck em!
6188,1,Thats what my aunt says. Still TMI. lol What are u watchin wit fat folks on it?
6189,1,*throws all 52 dollars in my pocket at you* Let me hit the MAC. Ill be RIGHT back. Hold that pose *forgets pin number* FUCK!
6190,1,"""loser""?"
6191,1,ok  I had to say cock-blocked cuz  you know  it's a rooster. But apparently favrd doesn't like me
6192,1,there was no fucking egg nog at the store i got a low fat chocolate milk fuck this bullshit
6193,1,Retard. Section E is?
6194,1,you need to work in that department so you can clean your smelly ass.
6195,1,I can guess  smelly slut.
6196,1,bitch you wanna go? Ill kick your ass
6197,1,whoa be nice guys.. Whats all this FOOL and LOSER talk?
6198,1,wow.. Thats how people get fat haha
6199,1,I'm keeping it now *just* to piss you off. hehehe
6200,1,Or  he's just sick of hearing me bitch about the cold and doesn't know what else to get me. I like your theory better  lol.
6201,1,oic but what do you want sir? Did I get you a book on conspiracies and shit already? Yes I did hmmmm fuck thinks
6202,1,I would be saying the same damn thing about you. LMAO idc if I know you I'd be like see that ridiculous bitch? RI-DIC-U-LOUS
6203,1,wristband is shipping can they put those assclowns in the mail next to be delivered to an ass whoopin?
6204,1,the day after christmas and not yet :/ so I will be there early sigh fuck my life
6205,1,And I want a mansion in the countryside  a motorcycle  two cars  wife  kid  dog and a big fat wallet that says bad motherfucker.
6206,1,fuck Dreamhost. that is all.
6207,1,"Ooh  You mean Whooty's = ""Wht grls w/ bootys"". LOL! my lil bro put me on to that corny ass saying."
6208,1,dude  fucking seriously  you watched hella  now pay or wait an hour. bull shit. I want Stage 6 back!
6209,1,Gay!
6210,1,grab that... It's yours  bitch!
6211,1,Okay  now we've established that  would you go gay for $7?
6212,1,gay people have just as much of a right to be as miserable as straight people! ;)
6213,1,In Ala-God-Damn-Bama  that would be Bidness Skool  right?
6214,1,att is run by the devil  i hate them
6215,1,#NAME?
6216,1,Damn............I guess he has a life :(   hahahahahha
6217,1,Did you just call me a bitch?  You're still upset because @CatalinaLoves is moving in on your bitch.
6218,1,you should start obsessing over him it might freak the delivery guy out.
6219,1,"""HOLY FUCKING SHIT THIS IS A RIP OFF OF ""foolin'"" BY DEF LEPPARD HAHAHAHAHAHAHhaahahhahaa fucking gay"""
6220,1,lots of ppl i know hate the song. was spreading it around & most ppl ask me whats wrong with me hehe. i think its so fantastic.
6221,1,Fuck dude  you manage to do this every week!
6222,1,yes.. flickr upload photo its sucks on eventbox.. huhuhu *tooos* gw juga gak make digg sama pownce
6223,1,I almost punched her vagina into the new year... grrr she was a cunt bag. How is your trip going?
6224,1,lets just hope i dont kick any ass. im in a violent mood.
6225,1,yey for drunkenness! fuck drunk dialing or drunk texting! its all about the drunk tweeting!
6226,1,hehe its all good. my drunken ass is moving off of twirl and to the crack...berry that is.  :) feel free to txt me yo. 3204694136
6227,1,I hate when I text somebody and they immediately call me.  Hey fuckface  if I wanted to hear your ugly voice I would have called you!
6228,1,did i jus get a reply from an emo asian!? CRAZY!
6229,1,"and yes.  true life ""i have tourettes"" is genius.  so is ""i went to fat camp"".  lmaooooooo"
6230,1,aliea you better stay away from jesse james joplin the third!!!!!!!!  i don't give a fuck  bitch
6231,1,get on messenger already whore.
6232,1,"I just assumed when you said ""meet"" you mean suck his dick  cuz that's what you do when you go to ""meet"" people."
6233,1,no im just fucking pissed at shit
6234,1,Fuck that shit. She wasn't even right about the older men I was hitting on.
6235,1,LIKE YOU HATE A HUNDRED DOLLAR TIP. the other strippers must be SO JELLY. JAAAAY KAAAAAYYYYYY
6236,1,OMFG. I JUST FIGURED OUT THAT @SHIT. AND MY FIRM'S IT GUY TRIED TO GET ME INTO CHUCK. IT'S REALLY NERD-O.
6237,1,I wouldn't with ur dick! Now u owe me one!
6238,1,like I said  I wouldn't even do it with your dick!
6239,1,my dad started all this bullshit with my fam. He's such a fucking dumbass.
6240,1,why do i imagine gouthami in police dress kannu adchifying and asking u for a lift! damn  i must stop these perverted thoughts!!!
6241,1,lock it  yank his rights on both his accounts.  He's been a little bitch lately and I'm sick of it.
6242,1,Then Clive is a total pussy and after reading his Dominion shit I do not believe that. Oh Clive so many missteps.
6243,1,fuck you
6244,1,Maybe you should get your dick out of your ear next time I'm explaining them to you!!
6245,1,Nerd.
6246,1,congrats on the Entrepreneur.com plug for Your Pitch Sucks http://bit.ly/pS0M !
6247,1,yo I will nerd out on this shit all day!
6248,1,dude ur wack ass better be playin at medium or above cuz u need to step up ur game if u wanna challenge a rock god such as myself
6249,1,fuck outta here - for reals?
6250,1,I LOVE how that statement was misconstrued as GAY!!!!
6251,1,LOL!!! VIOLATOR IS THE TRUTH!!! HATE THEM AND U MUST HATE URSELF!!!
6252,1,You're soft...Dude ran our country into the ground with no shame whatsoever...People need to be throwing boots  fuck a shoe...
6253,1,Damn homie...I've got a comfy ass couch at my spot & zimbabwe that puts NYC to shame...You should have hit me up...
6254,1,Fuck that  boo the DJs who don't play Che..Dude has at least 5 songs every DJ should be playin HEAVILY...DJs need to stop slackin.
6255,1,Fuck a serato record  I was worried about my windows crackin..lol..I can live w/o a serato record  I don't have a backup window.
6256,1,"I think Bangladesh did ""What's Your Fantasy""  and fuck what   anyone says  that song is a JAM...can't front on it..."
6257,1,grown ass kid lol
6258,1,hate it all you want but its a hit record. And Jumpin Out the Window is by Ron Browz. I know its gotta be hot in NY.
6259,1,women lie too. I know a bitch who was pimping herself out on craigslist. Yes  craigslist. I didn't believe it till that email.
6260,1,Bitch I will cut you! @strong_bow Whatever happened to just smoking weed? @inject Because it makes us feel so good.
6261,1,beat that bitch with a bat
6262,1,biiiiiishop! - fuck u want? - yo ass punk...
6263,1,yo Zee  you keep your hair tighter than frog ass.
6264,1,if you don't know who i am  why follow me? get a fucking life and stop bitching about the past
6265,1,NOONONOONONNNOONONNONONONOONON cock mongler..... you didn't eve nstraighten it...
6266,1,I think i done bounced half my ass off LOL
6267,1,"yo freak ""sarath freak"""
6268,1,I nominate @jcroft for a Shorty Award in #down-ass-bitches because she totally is one.
6269,1,sucks man.
6270,1,totally agree dude. Pushed carts at Safeway for 2yrs in hs  people are fucking retarded
6271,1,Love hate?
6272,1,"Reminds me of another apt metaphor (Northerners say ""fuck you"" to mean ""how nice""; Southerners say ""how nice"" to mean ""fuck you"")."
6273,1,That's just one of many examples of Superman being a dick. http://tinyurl.com/5sgv8c
6274,1,"""run over my a Hyundai and ass raped by Clay Aiken."" I would so prefer it the other way around."
6275,1,well... the giant carts slamming into your ass isn't SOOO bad. But the sample hogs are pretty gross.
6276,1,@alwaysgayalways You both need to watch/rewatch it. But more to sate your nerd jones than your gay-wadishness.
6277,1,you'll be a a monit-whore.
6278,1,i hate you
6279,1,ohh damn bummer
6280,1,ohh everytime I see that nasty ass husband  wants me to beat the shit outta him
6281,1,lmao!!! seriously and I live in the middle of BFE!! Will you combat being a glow stick or let winter be a bitch?
6282,1,haha naw pink fuck that! You just know what you want  and I feel you. whoo-hoo! lmao!!
6283,1,"no flash?  how good is the ""low light setting"" on cameraphones these days?  it pretty much sucks on my Tilt."
6284,1,"They beeped out ""cock"" .. eh gad! What do they do with vera on corination street with here ""Coming to the rovers cock?"""
6285,1,Loser! Are you back for Chrimbo or staying out there?
6286,1,"you need to get rid of that game""COCK"" you have running the team. Guy is a worthless crybaby  just like all UF staff/players"
6287,1,Holy shit just looking at that list pisses me off. Why the fuck are the Jonas Brothers on there?
6288,1,trade secret ... it's an animated gif. Woke up REALLY early  couldn't sleep. My mind said  let's freak out @CalamityJen more.
6289,1,I promise it'll go away as soon as @CalamityJen wakes up and kicks my ass.
6290,1,I know... I would like to find out if I am right... wow... I need to shut the fuck up...
6291,1,No can do  Maria. I'm going out alone. Don't stress about your shitty wombat friend. He sounds like a loser. Get some sleep.
6292,1,haha. word. i'm having a glass of wine and retooling my erotica blog project. if i'm gonna be all emo i may as well channel it
6293,1,booooooo! i have some hot- ass mushroom stock if you wanna come get it after work
6294,1,"amazingly  i have yet to hit the one down the street with a molotov & scream ""fuck the police"" while doing so."
6295,1,"My sis made me think @ your ""Femmes & Fags"" blog..she is a total boi but so extra that you would think she was a fag. lol"
6296,1,Damn  you mean I could have been rescued last night? Well fuck.
6297,1,lmao ikr. I knew you would hate it. I couldn't watch it without laughing hysterically
6298,1,@nannon_x who the fuck is charles? yoooooooooouuuuuuuuuuuu
6299,1,coz it is attended by a lot of FAT people. You don't want me to show you the pics  do you? Oh  you were in it too!
6300,1,"No  but ""Listening to Deathcab for Cutie while missing Burning man staff party...etc"" would have been way emo."
6301,1,you can have my dick. Its delicious
6302,1,Dig him up? Fuck that - I'm picturing next years Halloween costume already!
6303,1,I hate stupid people.
6304,1,Is like putting Lipstick on a Pig!  You were perogued! LIVE WITH IT! #canadawest
6305,1,lol :-) I just hate that designers alwaysthink THEY know best and likewise other people are clueless. It's insulting
6306,1,yo i can kick yall ass for that synth in the begining..GOOD SHIT!!!
6307,1,Lemme make fun of you for crying at a dog movie for Pete's sake. Nerd.
6308,1,damn  that is pimp!
6309,1,"heh and then u yell ""HOLY SHIT IM FAT"""
6310,1,HOLY FUCK!
6311,1,cuz montana sucks?
6312,1,your mom sucks  BITACH!
6313,1,TWITTER SLUT!
6314,1,fine! i'll stop!! Quit stompin' my cock!
6315,1,my bleeping employment agency f***ed up my pay *again*. Didn't come on 24 Dec. Now have to wait until 2 Jan. I hate temping
6316,1,Well  at least a swift kick in the ass. But  yeah  I take issue with some of these retarded names parents give their kids.
6317,1,Oh  come ON... 1/10?  That is fucking ridiculous... that's what you give a movie like Love Guru or one shot on a fucking celphone.
6318,1,Why does CHUD hate kids so much? 10 years from now  they're your readers!
6319,1,i think that means ur gay. or a child predator.
6320,1,art IS easy. who the fuck gives A+s?
6321,1,bitch  hurry up!
6322,1,lick on these nuts and suck the dick.
6323,1,Drake.  He knows his mother was a bitch.
6324,1,whatever you do just don't roll your eyes. they hate that. those peaceful scenes fly out their heads and they WILL b-slap you!
6325,1,It's gay as fuck? I wasn't aware fuck could be gay? Why are you cussing?
6326,1,the cock is just a figure head on favrd
6327,1,what's gay about a sausage squirting at you?
6328,1,Fake ass Left Eye.
6329,1,"Is ""heavy hitler"" sort of like ""fat elvis""?"
6330,1,get drumk bitch!
6331,1,I really hate bailing these guys out! They treat everyone like crap!
6332,1,didja punch a bitch?
6333,1,oh...and I wasn't just calling you a poser either :) http://is.gd/ed5v
6334,1,don't get all emo about that ;)
6335,1,Fucking tell me about it... So much for protecting the investors eh?
6336,1,this pastor is a homophobic racist person who compares gay people to pedophiles. THIS IS NOT THE 1900S
6337,1,OMG! cute emo cow! that would be acceptable! and the cow wouldn't mind the blood drinking...
6338,1,I totally forgot Affliction!!!' fuck outta here!! I got ur tribal tattoo right here!!!!!!!!
6339,1,U can be a freak and not like girls.
6340,1,I'm more into shows like Dave Chapelle...I fuckin can't believe he flipped out and didn't do anymore..fuckin sucks.
6341,1,i had to... i deleted the annoying bitch. she kept making me puke in my mouth
6342,1,bitch what ? hahaha. j/k.
6343,1,"a recovering emo blogger...in the voice of andre 3000 ""don't do it  reconsider  read some liter ature on the subject"""
6344,1,uh bitch wtf is that suppose to mean?
6345,1, yea you'll fuck around and get that ASS tapped tomorrow u keep talking reckless like you are doing
6346,1,"""'Cause I hate that you breathe  I see you duck  you little punk  you little fucking disease."" -- all of my favorite words..."
6347,1,Reminds me of this Turkish guy I went to school with. A-hole. Everyone thought it was cultural. It wasn't. He was just a dick.
6348,1,Two nerds enter  one nerd leaves!
6349,1,no wonder you laughin'  i'm supposed to stay away from yo' ass.
6350,1,goddamn it kj...fuck you 74 times http://tinyurl.com/6q8olq
6351,1,goddamn it kj...fuck you 49 times http://tinyurl.com/5mq4sq
6352,1,goddamn it kj...fuck you 58 times http://tinyurl.com/59blcl
6353,1,goddamn it kj...fuck you 29 times http://tinyurl.com/6pey6r
6354,1,goddamn it kj...fuck you 10 times http://tinyurl.com/5nv2tl
6355,1,no fucking lie  lol everywhere i go...twitter myspace i see you... you were on 1 of my homies page!
6356,1,"ah  yeah but i was referring to the knives in your hand and the ""holes' in the knife block YOU PERV!  Damn Lawyers !"
6357,1,that's happened to me twice in the past 4 months. Pain in the ass. Much.
6358,1,Aw  I know  I was just being emo haha.  It's been a LONG week on a lot of levels.  ha.  Let's do something fun tonight!
6359,1,who the fuck is bur`li?
6360,1,Holy  fuck. That was amazing! I'm retweeting that sucker now!
6361,1,fuck apparently i 4got that no homo part  guess i said that with a lot of homo
6362,1,Clearly. Decepticonian bitch. Or at least incomprehensible. We shall steal her bras!
6363,1,maybe he just has a dig cock to match the free weaponry he got to attack the defenceless...oops I mean 'defend' his country
6364,1,fuck you dom
6365,1,*watches than throws up* Man  that's was sick as fuck! A glass jar?!?
6366,1,THINK??? You THINK they are gay??? REALLY???? Have you watched the show???? and you THINK????
6367,1,just use water  loser.
6368,1,don't fuck with Fiat
6369,1,oh  well yeah  I hate the elderly too.
6370,1,I don't care about leakage. Fuck the person sitting next to me in coach. (actually I do care)
6371,1,I hate to point this out  but didn't you call Death Race awesome? DR will make my bottom 10 list w/o a doubt.
6372,1,you are GAY!!!!!
6373,1,DOG... ONE OF THEM WILL SOON CATCH YOU SLIPPING! THEY'LL PULL A GEORGE CASTANZA ON YOUR ASS THEN NEXT THING YOU KNOW  UR MARIED
6374,1,way to fuck up a perfect opportunity to call yourself Z-Co!!!!
6375,1,i've yet to be impressed with anything from his mouth. He was pissed I wouldn't drive from coweta to pick his drunk ass up
6376,1,the fuck shit is this? people died for less. lol
6377,1,am deleting all that bell-end Pineapples comments - so he keeps posting more. Cunt.
6378,1,thanks  the nerd in me is overjoyed
6379,1,want me to cut a bitch for ya?
6380,1,it totally sucks!!!  i had to call the stores with the fraudulent charges  filed a police report  sign a notarized affidavit
6381,1,shut your ass up I did....they got me though
6382,1,don't hate pussy ass nigga....u suck dick n balls n ur on the bottom of the MSFB list
6383,1,leave u with this....at least my dick still on my body unlike your stacy bump STD ass
6384,1,omg srsy?? I loved ami  kat would always piss me off. She was always mad for no reason.
6385,1,aww that's awful!! XD I loved the art  and watching them all freak out. I hated the asian dude  he was a dmbass.
6386,1,wow emo... Ik ben benieuwd...
6387,1,"There are two types of people in the world: those using ""lol"" ironically  and those that are fucking twats who deserve to die."
6388,1,A Snuggie to be burned? What kind of sick traditional blanket-loving freak are you?
6389,1,"Because ""Oh  for fuck's sake!"" has so much more impact. And our generation likes to offend old people as deeply as possible."
6390,1,And you didn't even make it a dick joke? I feel like I don't know you.
6391,1,katrinaneufeld Does a French whore smell better or worse than ur down home Blackstone variety?
6392,1,Fuck you! Learn to surf NA!
6393,1,Online nakedness amuses me.  'Oh my god  he has nipples!  And skin!  He's a freak!'.
6394,1,damn...wish I knew how to write script. I just did 9 and have 7 more to upgrade.
6395,1,i dont care if its him or his ppl ... i care if its authorized or a poser squatting
6396,1,I wanna butt fuck you. Cuz im a horny gremlin
6397,1,Keep your damn hands off my @jgarber. We claimed him first!
6398,1,He can be a nice guy  but he is such a dick when it comes to fabsubbing that it is ridiculous.
6399,1,I'm going to watch him kick Count Adamar's ass and then it's off to feed the beast.
6400,1,how so? It's more reasonable cause of the smaller age difference...plus Mikey's always sex deprived so he's a fucking animal.
6401,1,I hate you.
6402,1,Way to be a dick.
6403,1,I'm giving you fair warning to hate; high of 73 on wednesday  78 on thurs
6404,1,bitch ass hot sounds pretty crappy.
6405,1,it's called shitty ass fuck shit sir
6406,1,"how about ""bitchling pig  suckas!"""
6407,1,DEAD ASS?!?!?!?!?!
6408,1,What shall we call this gang? Initiation rights must begin with downing a Fail Whale.
6409,1,Yeah  those same ugly guys that do gay-for-pay. That's why I demand hot girl on girl action in my porn. Oh oh. Yeah.
6410,1,What a fab site! I didn't see the cozy *snort* but I want the mermaid gloves! Damn I wish I'd paid attention to my Nana... xxx ooo
6411,1,GOD. You HATE US  don't you  George?! ::runs away crying::
6412,1,& @kmellon:  I'm 500 pages in AND at the day job.  Eat that dick.
6413,1,motherfucker stop drinking Red Bull ADDICT! watch ulcers eat at your stomach lining bitch!
6414,1,pffft you mean maybe you'll suck ass for her
6415,1,are you off bitch? I want BM it's my best friend! Damn it....hey don't forget FullMoon Getogether tonight
6416,1,Blow it out your rank ass  cunt face cock-choking bonsai whore beast. LET IT SNOW  LET IT SNOW  LETITSNOW.
6417,1,you seem like a hater. or maybe you do it to piss people off. either way  fact is always good.
6418,1,HUJIKHJKUILJKKJ Lmaoooooo. I cannot stand y'all asian ass ho's.
6419,1,whats wrong with a monkey fuck? Lol i got my zippo fueled so no need of monkey fucks now lol
6420,1,UR a Chicken Cyber Punk! When a French Man came to kick your Ass  U put your Hands in your pockets and Cry like a Pussy! LMAO
6421,1,FAT WHALE U still Floating  Did not SINK Yet?
6422,1,don't be all emo like that xD.
6423,1,LOL! The out-of-town revelers are arriving early for NYE...Damn tourists
6424,1,why would u say fat people are dumb?
6425,1,damn I wish it was 1 here so my day would almost be over; btw that Wiley track is my fucking anthem...good looks
6426,1,I AM SO UPSET RIGHT NOW IRL  GODDAMN YOU. I AM KEEPING HIM TIED TO THE BED AT NIGHT FROM NOW ON  FUCK YOU AND DAVROS.
6427,1,damn homie where did you get that stat??
6428,1,if you were black  that last one would be so damn racist
6429,1,fuck you  dude. it is more than amazing.
6430,1,oh word? Back to the old photo? You green ass backdrop mother fucker!
6431,1,"""If you not on twitter you're a fucking moron"" I agree"
6432,1,I will cut you in the mouth bitch!
6433,1,I'm a shoe slut; Gee's a jacket slut; we're just all a bunch of sluts xD
6434,1,he's a total loser spending his last howard stern money on internet sex
6435,1,whos? ima slap the bitch.
6436,1,too late  I am skipping town bitch! (gets on express train)
6437,1,Bey going to get her ass whipped!
6438,1,mate u know there are french umbracians out there cg09 u may get ur ass whupped :-}
6439,1,are you just acting like a dick now?
6440,1,bitch you wish.
6441,1,you left me for a slut named kasumi.
6442,1,WTF! Why did you not pick up your phone yet a mother fuckin gain! Are you trying to tell me something? I called you twice damn it
6443,1,Fuck them!
6444,1,You ruin fucking everything.
6445,1,"hehe ""fucking shift"" ... never heard of it in six months..... u get to fuck in da shift?"
6446,1,i used to have night shift @ IBM..... but alas without fucking.....
6447,1,Finally made it out.I hate being a procrastinator.&#58382;
6448,1,dam..she cold and she cold in live..by any means necessary you gotta do what you gotta do except for hate of course..lol
6449,1,"i really hate that song but thats like equivalent to ""fuck them other niggas"" to the 40 and up crowd"
6450,1,i give up fuck aim. ill ttyl.
6451,1,Fuck off naturally as opposed to artificially?
6452,1,nigga fuck put a Lil gin in it a drink dat shit son fuck 08
6453,1,Dam Right. Fuck em
6454,1,fucking stupid chat people are fucking idiots! Read what I said so I don't have to repeat myself five fucking times!
6455,1,I'M THE JUGGERNAUT  BITCH!
6456,1,yooozers 20 442 damn homie!!!
